cone_number,cone_length_mm,cone_width_mm,stalk_length_mm,scale_length_mm,scale_width_mm,scale_number,cone_angle,colour (hue),value,chroma,profile,cone_ratio,openness,seed_number,filled_number,seed_viability
28.00,50.01,23.19,7.94,8.34,7.41,67.00,11.00,1.00,6.00,4.00,2.00,0.46,4.00,33.00,29.00,0.88
28.00,48.57,24.82,12.05,8.56,7.97,73.00,8.00,2.00,6.00,6.00,2.00,0.51,4.00,35.00,28.00,0.80
25.00,41.17,21.99,8.10,7.83,8.68,61.00,6.00,1.00,7.00,4.00,2.00,0.53,2.00,18.00,18.00,1.00
25.00,32.76,18.05,10.18,5.12,4.64,83.00,7.00,1.00,8.00,4.00,2.00,0.55,2.00,18.00,15.00,0.83
25.00,46.82,23.72,7.46,8.86,8.38,58.00,6.00,1.00,7.00,4.00,2.00,0.51,3.00,20.00,19.00,0.95
25.00,43.88,23.10,10.10,7.93,7.50,72.00,14.00,1.00,7.00,4.00,2.00,0.53,3.00,22.00,20.00,0.91
25.00,42.31,24.60,12.51,7.61,6.82,86.00,10.00,2.00,5.00,2.00,3.00,0.58,3.00,43.00,35.00,0.81
58.00,59.94,26.06,9.76,8.41,6.44,78.00,6.00,2.00,7.00,6.00,4.00,0.43,1.00,0.00,0.00,0.00
58.00,52.01,23.33,10.07,7.84,6.18,75.00,10.00,1.00,8.00,4.00,3.00,0.45,1.00,0.00,0.00,0.00
58.00,56.48,24.25,9.81,8.75,7.50,67.00,10.00,1.00,7.00,4.00,3.00,0.43,2.00,22.00,20.00,0.91
58.00,50.76,22.40,8.37,7.03,5.58,68.00,10.00,1.00,6.00,4.00,3.00,0.44,2.00,23.00,18.00,0.78
58.00,55.73,24.57,8.22,8.23,6.16,65.00,10.00,1.00,7.00,4.00,4.00,0.44,2.00,25.00,21.00,0.84
26.00,42.83,24.50,8.25,8.00,8.13,64.00,9.00,1.00,7.00,4.00,3.00,0.57,2.00,15.00,15.00,1.00
26.00,40.38,23.21,7.69,7.08,7.96,62.00,8.00,1.00,7.00,4.00,3.00,0.57,2.00,16.00,16.00,1.00
26.00,45.55,25.16,7.20,7.29,7.86,69.00,10.00,1.00,8.00,4.00,3.00,0.55,2.00,17.00,16.00,0.94
26.00,43.51,24.94,7.79,7.31,8.12,73.00,7.00,1.00,7.00,4.00,3.00,0.57,2.00,21.00,21.00,1.00
26.00,41.36,24.90,7.22,6.74,8.15,77.00,7.00,1.00,8.00,4.00,3.00,0.60,2.00,26.00,26.00,1.00
29.00,39.35,17.52,8.56,7.74,6.31,76.00,15.00,1.00,7.00,4.00,2.00,0.45,3.00,10.00,8.00,0.80
29.00,32.17,15.69,8.34,7.47,6.92,57.00,18.00,1.00,7.00,4.00,2.00,0.49,3.00,13.00,10.00,0.77
29.00,32.53,16.13,8.32,7.40,6.69,55.00,10.00,1.00,7.00,4.00,2.00,0.50,3.00,13.00,7.00,0.54
29.00,33.48,16.76,6.11,7.00,6.02,59.00,12.00,1.00,7.00,4.00,2.00,0.50,3.00,16.00,14.00,0.88
29.00,42.59,19.65,9.58,7.44,6.35,74.00,17.00,1.00,7.00,4.00,2.00,0.46,3.00,27.00,23.00,0.85
14.00,49.36,23.46,13.13,6.61,5.20,89.00,9.00,1.00,7.00,4.00,2.00,0.48,4.00,37.00,31.00,0.84
14.00,53.77,23.99,12.06,7.46,7.07,78.00,7.00,1.00,7.00,4.00,2.00,0.45,3.00,39.00,31.00,0.79
14.00,47.70,23.35,9.03,7.30,6.32,87.00,0.00,1.00,7.00,4.00,2.00,0.49,4.00,39.00,26.00,0.67
14.00,56.35,25.60,12.26,7.53,6.88,84.00,10.00,1.00,7.00,4.00,2.00,0.45,4.00,48.00,35.00,0.73
14.00,55.76,24.26,10.73,8.23,7.80,86.00,10.00,1.00,8.00,4.00,3.00,0.44,4.00,49.00,34.00,0.69
30.00,47.08,22.54,10.33,9.69,8.72,62.00,12.00,1.00,8.00,4.00,3.00,0.48,3.00,31.00,30.00,0.97
30.00,46.21,24.15,10.80,9.68,9.10,66.00,10.00,1.00,8.00,4.00,3.00,0.52,3.00,33.00,30.00,0.91
30.00,49.11,24.22,10.69,9.86,8.43,66.00,9.00,1.00,6.00,4.00,3.00,0.49,3.00,36.00,31.00,0.86
30.00,54.77,25.74,10.57,9.67,8.81,75.00,7.00,1.00,7.00,4.00,3.00,0.47,2.00,36.00,15.00,0.42
30.00,46.02,23.42,10.93,8.37,7.53,67.00,9.00,1.00,7.00,4.00,3.00,0.51,4.00,45.00,39.00,0.87
5.00,33.96,16.21,10.33,5.81,5.59,48.00,6.00,1.00,5.00,2.00,1.00,0.48,4.00,15.00,11.00,0.73
5.00,38.19,17.52,9.90,7.68,7.54,44.00,5.00,1.00,5.00,2.00,1.00,0.46,2.00,16.00,11.00,0.69
5.00,36.55,16.96,7.90,7.22,7.12,43.00,8.00,1.00,5.00,2.00,2.00,0.46,4.00,19.00,13.00,0.68
5.00,38.37,15.93,10.02,6.82,7.71,46.00,7.00,1.00,7.00,4.00,1.00,0.42,4.00,25.00,17.00,0.68
5.00,43.35,21.33,10.02,6.84,7.11,70.00,9.00,1.00,7.00,4.00,2.00,0.49,4.00,34.00,25.00,0.74
82.00,41.62,18.40,9.08,7.45,7.04,59.00,6.00,2.00,7.00,4.00,1.00,0.44,4.00,22.00,16.00,0.73
82.00,43.92,19.51,7.54,8.26,7.67,54.00,5.00,1.00,7.00,4.00,1.00,0.44,4.00,32.00,28.00,0.88
82.00,44.69,21.86,9.74,8.31,7.93,56.00,8.00,1.00,7.00,6.00,2.00,0.49,4.00,34.00,31.00,0.91
82.00,45.88,19.97,10.31,7.64,7.01,62.00,5.00,1.00,7.00,2.00,1.00,0.44,4.00,37.00,34.00,0.92
82.00,44.06,20.89,9.66,6.88,7.31,64.00,6.00,1.00,7.00,4.00,2.00,0.47,4.00,44.00,42.00,0.95
16.00,44.13,22.02,7.47,7.14,8.17,57.00,7.00,1.00,6.00,2.00,2.00,0.50,2.00,13.00,7.00,0.54
16.00,41.88,21.77,7.79,6.65,7.25,68.00,5.00,1.00,6.00,2.00,1.00,0.52,2.00,18.00,6.00,0.33
16.00,45.29,23.71,6.58,8.34,8.54,66.00,8.00,1.00,6.00,2.00,1.00,0.52,3.00,21.00,7.00,0.33
16.00,48.91,24.90,6.44,7.91,8.61,69.00,7.00,1.00,8.00,4.00,2.00,0.51,3.00,23.00,9.00,0.39
16.00,44.72,23.74,6.56,7.37,8.43,68.00,7.00,1.00,8.00,4.00,2.00,0.53,4.00,27.00,16.00,0.59
37.00,45.68,21.06,9.10,8.06,7.23,61.00,11.00,1.00,7.00,4.00,1.00,0.46,4.00,12.00,3.00,0.25
37.00,41.75,22.07,9.61,8.31,7.28,68.00,19.00,1.00,8.00,4.00,1.00,0.53,2.00,22.00,6.00,0.27
37.00,45.09,22.61,7.94,9.02,7.94,56.00,17.00,1.00,6.00,4.00,1.00,0.50,4.00,24.00,10.00,0.42
37.00,36.62,17.76,8.62,6.68,5.77,67.00,9.00,1.00,7.00,4.00,1.00,0.48,4.00,27.00,9.00,0.33
37.00,44.20,20.98,9.80,8.02,7.49,66.00,11.00,1.00,7.00,4.00,1.00,0.47,4.00,37.00,8.00,0.22
110.00,41.83,19.06,9.55,5.43,6.49,57.00,10.00,1.00,7.00,4.00,1.00,0.46,2.00,8.00,6.00,0.75
110.00,49.10,21.23,8.15,8.45,8.80,68.00,11.00,1.00,7.00,4.00,1.00,0.43,3.00,13.00,11.00,0.85
110.00,48.02,21.89,8.19,6.67,6.90,66.00,8.00,1.00,7.00,4.00,1.00,0.46,4.00,27.00,20.00,0.74
110.00,54.13,23.37,8.42,7.84,7.81,79.00,10.00,1.00,7.00,4.00,1.00,0.43,3.00,28.00,22.00,0.79
110.00,50.74,22.91,8.66,7.50,8.33,72.00,11.00,1.00,7.00,4.00,1.00,0.45,4.00,30.00,20.00,0.67
95.00,34.02,19.36,8.98,6.41,6.03,56.00,9.00,2.00,6.00,6.00,2.00,0.57,4.00,26.00,19.00,0.73
95.00,52.96,29.65,13.51,9.22,9.14,84.00,12.00,1.00,7.00,4.00,4.00,0.56,4.00,26.00,21.00,0.81
95.00,42.05,24.54,10.78,8.08,8.91,68.00,6.00,1.00,7.00,4.00,3.00,0.58,4.00,38.00,24.00,0.63
95.00,44.87,25.51,10.52,7.22,7.69,69.00,5.00,2.00,6.00,6.00,3.00,0.57,4.00,44.00,40.00,0.91
95.00,54.99,31.03,11.11,9.80,9.96,82.00,13.00,2.00,6.00,6.00,4.00,0.56,4.00,48.00,43.00,0.90
2.00,26.42,15.95,9.36,4.98,5.25,42.00,12.00,1.00,5.00,2.00,1.00,0.60,1.00,0.00,0.00,0.00
2.00,22.08,14.55,8.46,5.45,5.38,46.00,12.00,1.00,5.00,2.00,1.00,0.66,1.00,0.00,0.00,0.00
2.00,33.99,19.01,7.59,6.35,6.32,55.00,9.00,1.00,7.00,4.00,2.00,0.56,1.00,0.00,0.00,0.00
2.00,29.52,18.27,8.78,6.09,6.35,47.00,9.00,1.00,7.00,4.00,1.00,0.62,1.00,0.00,0.00,0.00
2.00,40.62,22.87,7.45,7.50,8.07,69.00,9.00,1.00,8.00,4.00,2.00,0.56,2.00,25.00,25.00,1.00
1.00,38.59,21.80,7.79,7.21,7.00,69.00,8.00,1.00,6.00,4.00,1.00,0.56,2.00,14.00,12.00,0.86
1.00,39.12,21.65,5.67,6.92,6.48,63.00,6.00,1.00,6.00,4.00,1.00,0.55,2.00,21.00,21.00,1.00
1.00,36.07,20.76,6.59,6.40,7.24,65.00,8.00,1.00,6.00,4.00,1.00,0.58,3.00,22.00,22.00,1.00
1.00,41.31,22.58,6.29,7.40,7.20,70.00,8.00,1.00,6.00,4.00,1.00,0.55,4.00,27.00,23.00,0.85
1.00,37.29,22.27,6.10,6.59,6.48,70.00,7.00,1.00,6.00,4.00,1.00,0.60,4.00,29.00,29.00,1.00
55.00,44.20,24.07,8.63,7.74,8.45,56.00,5.00,1.00,7.00,2.00,2.00,0.54,3.00,26.00,22.00,0.85
55.00,44.16,25.06,10.08,7.41,8.25,59.00,6.00,1.00,7.00,2.00,2.00,0.57,2.00,32.00,25.00,0.78
55.00,47.88,24.89,9.56,6.89,8.45,60.00,9.00,1.00,7.00,4.00,2.00,0.52,3.00,34.00,30.00,0.88
55.00,43.84,22.92,9.00,6.75,7.52,57.00,7.00,1.00,7.00,4.00,2.00,0.52,3.00,35.00,33.00,0.94
55.00,46.19,25.32,8.56,8.23,8.47,54.00,11.00,1.00,7.00,4.00,2.00,0.55,3.00,36.00,31.00,0.86
5.00,48.38,21.72,9.03,7.47,6.85,66.00,9.00,1.00,8.00,4.00,2.00,0.45,1.00,0.00,0.00,0.00
5.00,46.05,20.81,7.55,6.53,7.08,62.00,10.00,1.00,7.00,4.00,2.00,0.45,2.00,20.00,20.00,1.00
5.00,48.96,23.49,7.45,7.95,7.56,70.00,6.00,1.00,8.00,4.00,2.00,0.48,2.00,25.00,23.00,0.92
5.00,46.24,21.35,8.17,7.81,7.07,60.00,6.00,1.00,8.00,4.00,2.00,0.46,3.00,27.00,22.00,0.81
5.00,49.95,22.43,9.96,8.01,7.55,63.00,6.00,1.00,8.00,4.00,2.00,0.45,2.00,33.00,30.00,0.91
6.00,37.21,21.41,12.17,7.68,6.85,57.00,10.00,1.00,8.00,2.00,1.00,0.58,3.00,31.00,29.00,0.94
6.00,36.62,21.80,10.20,7.41,6.60,56.00,12.00,1.00,8.00,2.00,1.00,0.60,3.00,35.00,28.00,0.80
6.00,38.39,22.33,10.23,7.98,8.34,62.00,10.00,1.00,6.00,4.00,1.00,0.58,4.00,38.00,35.00,0.92
6.00,39.57,21.87,9.75,6.75,7.51,64.00,12.00,1.00,8.00,2.00,1.00,0.55,4.00,41.00,36.00,0.88
6.00,50.05,26.12,11.29,8.63,8.68,76.00,9.00,1.00,8.00,6.00,1.00,0.52,4.00,48.00,42.00,0.88
40.00,57.34,25.27,10.53,8.13,6.54,74.00,5.00,1.00,8.00,4.00,2.00,0.44,2.00,13.00,13.00,1.00
40.00,48.25,20.86,8.90,6.26,6.11,73.00,7.00,1.00,7.00,4.00,2.00,0.43,2.00,14.00,13.00,0.93
40.00,45.54,21.25,8.52,6.38,6.20,78.00,7.00,1.00,7.00,4.00,2.00,0.47,3.00,22.00,21.00,0.95
40.00,52.88,24.54,7.49,7.13,5.92,84.00,7.00,1.00,7.00,4.00,2.00,0.46,2.00,24.00,24.00,1.00
40.00,58.87,24.46,6.56,6.99,6.24,93.00,7.00,1.00,8.00,4.00,2.00,0.42,2.00,35.00,34.00,0.97
15.00,50.73,22.37,8.88,7.69,7.12,70.00,7.00,1.00,7.00,4.00,2.00,0.44,2.00,4.00,3.00,0.75
15.00,41.55,18.65,9.05,6.61,6.70,66.00,12.00,1.00,8.00,4.00,2.00,0.45,2.00,15.00,14.00,0.93
15.00,46.15,22.29,10.91,7.74,7.38,79.00,17.00,1.00,7.00,4.00,2.00,0.48,2.00,16.00,6.00,0.38
15.00,48.52,20.42,11.12,7.66,8.00,65.00,14.00,1.00,6.00,4.00,2.00,0.42,2.00,28.00,25.00,0.89
15.00,49.93,22.60,12.30,6.59,6.72,78.00,9.00,1.00,8.00,4.00,2.00,0.45,2.00,30.00,13.00,0.43
14.00,44.90,22.44,12.05,6.27,6.11,92.00,10.00,1.00,6.00,4.00,2.00,0.50,4.00,36.00,29.00,0.81
14.00,44.51,23.00,11.21,7.51,6.64,80.00,6.00,1.00,6.00,4.00,2.00,0.52,4.00,43.00,38.00,0.88
14.00,45.28,23.85,10.90,7.69,7.08,74.00,8.00,1.00,6.00,4.00,2.00,0.53,4.00,51.00,39.00,0.76
14.00,45.39,23.32,12.49,8.20,6.26,83.00,15.00,1.00,6.00,4.00,2.00,0.51,4.00,53.00,42.00,0.79
53.00,47.40,22.47,10.13,7.21,7.02,71.00,7.00,1.00,7.00,4.00,2.00,0.47,2.00,8.00,5.00,0.63
53.00,50.77,22.88,11.04,6.80,6.37,82.00,7.00,1.00,7.00,4.00,2.00,0.45,4.00,18.00,13.00,0.72
53.00,50.17,24.15,11.38,7.34,6.93,74.00,6.00,1.00,5.00,2.00,2.00,0.48,2.00,20.00,9.00,0.45
53.00,56.30,26.60,10.63,9.12,8.06,79.00,9.00,1.00,8.00,6.00,3.00,0.47,4.00,45.00,33.00,0.73
53.00,59.08,29.54,11.27,8.65,7.82,90.00,8.00,1.00,7.00,4.00,3.00,0.50,4.00,60.00,40.00,0.67
33.00,45.32,20.75,8.59,8.41,6.89,54.00,7.00,1.00,6.00,4.00,2.00,0.46,2.00,17.00,16.00,0.94
33.00,52.79,22.37,7.96,7.73,7.92,63.00,10.00,1.00,7.00,4.00,2.00,0.42,2.00,20.00,19.00,0.95
33.00,52.89,21.85,7.31,7.26,6.33,71.00,9.00,1.00,7.00,4.00,2.00,0.41,2.00,25.00,24.00,0.96
33.00,44.94,20.95,8.09,7.63,7.29,69.00,10.00,1.00,6.00,4.00,2.00,0.47,3.00,30.00,28.00,0.93
33.00,57.15,25.26,7.73,7.76,7.10,76.00,8.00,1.00,7.00,4.00,2.00,0.44,3.00,33.00,30.00,0.91
43.00,45.83,24.53,10.95,7.63,7.53,68.00,8.00,1.00,7.00,4.00,2.00,0.54,4.00,33.00,32.00,0.97
43.00,46.04,28.43,12.00,7.89,7.80,77.00,7.00,1.00,6.00,4.00,3.00,0.62,4.00,38.00,35.00,0.92
43.00,44.94,22.76,11.60,6.28,6.92,77.00,9.00,1.00,7.00,4.00,2.00,0.51,4.00,40.00,37.00,0.93
43.00,44.29,23.40,12.33,6.75,6.20,83.00,12.00,1.00,7.00,4.00,2.00,0.53,4.00,46.00,44.00,0.96
43.00,52.27,25.53,11.70,8.09,7.74,85.00,10.00,1.00,7.00,4.00,3.00,0.49,4.00,56.00,52.00,0.93
40.00,43.00,20.78,9.38,8.53,7.68,66.00,9.00,2.00,5.00,2.00,1.00,0.48,2.00,18.00,15.00,0.83
40.00,44.91,20.61,9.89,8.92,9.41,45.00,7.00,2.00,5.00,2.00,1.00,0.46,2.00,24.00,21.00,0.88
40.00,39.41,19.15,8.90,6.46,7.25,64.00,7.00,2.00,5.00,2.00,1.00,0.49,2.00,29.00,28.00,0.97
40.00,42.97,20.38,10.13,7.94,8.49,64.00,10.00,2.00,5.00,4.00,1.00,0.47,2.00,32.00,29.00,0.91
40.00,49.19,22.58,10.20,9.14,7.54,66.00,10.00,2.00,5.00,2.00,1.00,0.46,2.00,42.00,40.00,0.95
29.00,47.25,22.79,10.80,8.11,8.70,50.00,9.00,1.00,8.00,4.00,1.00,0.48,3.00,19.00,13.00,0.68
29.00,40.90,19.14,9.95,7.34,8.67,40.00,7.00,1.00,5.00,2.00,1.00,0.47,4.00,20.00,13.00,0.65
29.00,49.40,24.36,9.26,8.79,9.16,56.00,10.00,1.00,8.00,4.00,1.00,0.49,3.00,39.00,35.00,0.90
29.00,50.98,23.71,10.57,9.18,9.24,57.00,5.00,1.00,8.00,4.00,1.00,0.47,4.00,40.00,35.00,0.88
29.00,39.31,19.86,11.22,8.03,7.90,46.00,7.00,1.00,6.00,4.00,1.00,0.51,4.00,45.00,42.00,0.93
11.00,32.37,19.28,7.70,6.44,6.09,53.00,5.00,1.00,8.00,2.00,2.00,0.60,2.00,19.00,16.00,0.84
11.00,33.32,19.14,9.11,7.50,6.42,48.00,7.00,1.00,7.00,4.00,2.00,0.57,2.00,25.00,24.00,0.96
11.00,36.62,20.77,9.46,7.78,7.72,59.00,10.00,1.00,7.00,4.00,3.00,0.57,2.00,27.00,22.00,0.81
11.00,41.66,23.51,9.70,8.32,8.51,58.00,11.00,1.00,8.00,2.00,3.00,0.56,2.00,29.00,20.00,0.69
11.00,42.12,22.72,9.05,7.81,7.66,62.00,11.00,1.00,8.00,4.00,2.00,0.54,3.00,41.00,34.00,0.83
134.00,55.31,24.50,8.86,8.12,7.38,78.00,12.00,1.00,6.00,4.00,3.00,0.44,4.00,32.00,31.00,0.97
134.00,45.48,21.18,10.24,7.02,7.26,64.00,10.00,1.00,6.00,4.00,2.00,0.47,4.00,33.00,25.00,0.76
134.00,53.84,25.13,10.21,8.96,9.01,72.00,11.00,1.00,7.00,4.00,2.00,0.47,4.00,37.00,35.00,0.95
134.00,56.89,24.74,9.62,7.68,7.27,75.00,9.00,1.00,7.00,4.00,2.00,0.43,4.00,39.00,36.00,0.92
134.00,61.65,25.77,9.30,8.68,8.77,80.00,13.00,1.00,6.00,4.00,3.00,0.42,3.00,56.00,55.00,0.98
52.00,46.43,24.08,9.74,8.01,7.85,69.00,8.00,1.00,6.00,4.00,3.00,0.52,2.00,14.00,13.00,0.93
52.00,55.29,27.64,9.88,9.97,9.37,67.00,9.00,2.00,6.00,6.00,3.00,0.50,3.00,24.00,23.00,0.96
52.00,42.88,26.39,10.41,8.58,8.27,66.00,9.00,2.00,6.00,6.00,3.00,0.62,4.00,25.00,22.00,0.88
52.00,45.99,24.25,9.67,7.13,8.78,75.00,11.00,1.00,6.00,4.00,3.00,0.53,3.00,30.00,28.00,0.93
52.00,53.70,27.83,10.62,8.74,9.14,79.00,12.00,1.00,7.00,4.00,3.00,0.52,4.00,49.00,46.00,0.94
95.00,35.43,19.67,8.81,5.96,5.93,59.00,6.00,1.00,7.00,2.00,1.00,0.56,4.00,28.00,27.00,0.96
95.00,41.90,20.25,9.69,7.76,7.18,57.00,7.00,1.00,8.00,2.00,2.00,0.48,3.00,32.00,31.00,0.97
95.00,37.83,18.98,8.74,6.95,6.28,54.00,4.00,1.00,6.00,2.00,1.00,0.50,4.00,35.00,34.00,0.97
95.00,44.66,21.31,7.54,6.77,6.54,63.00,9.00,1.00,6.00,4.00,2.00,0.48,4.00,40.00,38.00,0.95
95.00,47.74,21.38,6.40,6.46,6.56,64.00,9.00,1.00,7.00,4.00,2.00,0.45,4.00,53.00,50.00,0.94
10.00,31.56,15.39,9.94,8.63,5.72,55.00,5.00,1.00,8.00,4.00,1.00,0.49,2.00,0.00,0.00,0.00
10.00,32.28,16.05,8.65,6.34,5.65,53.00,5.00,1.00,6.00,2.00,1.00,0.50,2.00,10.00,10.00,1.00
10.00,29.79,15.89,8.25,5.21,5.64,66.00,4.00,1.00,6.00,2.00,1.00,0.53,2.00,12.00,12.00,1.00
10.00,35.10,17.70,8.23,5.31,5.25,55.00,5.00,1.00,8.00,4.00,2.00,0.50,2.00,28.00,27.00,0.96
10.00,39.25,20.27,11.19,6.81,7.62,57.00,6.00,1.00,7.00,4.00,2.00,0.52,3.00,45.00,44.00,0.98
41.00,41.22,20.61,8.03,6.95,7.11,65.00,6.00,2.00,4.00,2.00,2.00,0.50,4.00,34.00,33.00,0.97
41.00,45.92,24.19,8.68,7.90,7.73,74.00,6.00,2.00,4.00,2.00,3.00,0.53,4.00,34.00,32.00,0.94
41.00,43.98,21.11,8.57,6.69,6.94,74.00,6.00,2.00,4.00,2.00,2.00,0.48,4.00,37.00,35.00,0.95
41.00,40.83,20.94,8.57,6.19,5.88,84.00,5.00,1.00,6.00,4.00,2.00,0.51,4.00,40.00,37.00,0.93
41.00,45.08,23.67,10.07,6.98,7.23,88.00,5.00,1.00,6.00,4.00,3.00,0.53,4.00,49.00,44.00,0.90
9.00,50.43,21.54,10.45,8.27,6.72,67.00,12.00,1.00,7.00,4.00,1.00,0.43,3.00,31.00,30.00,0.97
9.00,59.60,26.04,9.74,9.64,7.40,74.00,15.00,2.00,5.00,4.00,1.00,0.44,3.00,38.00,36.00,0.95
9.00,55.02,26.18,12.07,7.96,7.65,75.00,10.00,1.00,7.00,4.00,1.00,0.48,3.00,43.00,38.00,0.88
9.00,56.18,23.91,12.25,7.05,7.31,79.00,11.00,1.00,8.00,6.00,1.00,0.43,3.00,45.00,42.00,0.93
9.00,62.96,26.61,10.59,9.62,7.25,73.00,11.00,1.00,7.00,4.00,1.00,0.42,3.00,48.00,37.00,0.77
80.00,59.83,23.90,9.27,9.54,8.01,84.00,9.00,1.00,7.00,4.00,2.00,0.40,4.00,36.00,33.00,0.92
80.00,50.53,21.61,9.20,8.31,7.18,69.00,9.00,1.00,6.00,4.00,2.00,0.43,3.00,38.00,35.00,0.92
80.00,56.59,25.03,9.60,9.60,8.16,80.00,10.00,1.00,6.00,4.00,2.00,0.44,3.00,43.00,41.00,0.95
80.00,63.57,25.56,9.80,10.81,8.73,76.00,11.00,1.00,7.00,4.00,2.00,0.40,3.00,46.00,44.00,0.96
80.00,59.74,25.49,9.10,9.89,8.20,84.00,10.00,1.00,7.00,4.00,2.00,0.43,4.00,48.00,48.00,1.00
22.00,43.76,21.20,7.89,6.34,6.10,63.00,6.00,1.00,6.00,4.00,1.00,0.48,4.00,24.00,20.00,0.83
22.00,44.24,20.89,9.48,7.31,6.26,56.00,10.00,1.00,5.00,2.00,1.00,0.47,4.00,29.00,24.00,0.83
22.00,36.46,18.73,8.45,7.40,6.08,49.00,5.00,1.00,7.00,4.00,1.00,0.51,4.00,29.00,17.00,0.59
22.00,41.02,19.89,9.13,7.22,6.63,52.00,8.00,1.00,6.00,4.00,1.00,0.48,4.00,31.00,28.00,0.90
22.00,46.29,21.26,8.57,8.00,6.76,70.00,6.00,1.00,6.00,4.00,2.00,0.46,4.00,38.00,30.00,0.79
21.00,37.36,19.83,8.03,5.78,5.89,64.00,14.00,1.00,7.00,4.00,2.00,0.53,3.00,16.00,11.00,0.69
21.00,42.93,21.78,9.59,6.61,6.46,67.00,10.00,1.00,7.00,4.00,2.00,0.51,2.00,27.00,20.00,0.74
21.00,44.91,22.02,7.57,7.01,7.20,69.00,10.00,1.00,7.00,4.00,2.00,0.49,2.00,28.00,20.00,0.71
21.00,44.94,23.56,7.88,7.29,6.49,73.00,11.00,1.00,7.00,4.00,2.00,0.52,3.00,30.00,24.00,0.80
21.00,44.62,21.58,8.02,7.33,7.41,60.00,10.00,1.00,7.00,6.00,2.00,0.48,3.00,33.00,24.00,0.73
57.00,52.82,26.17,7.86,8.51,8.08,73.00,10.00,1.00,6.00,4.00,1.00,0.50,4.00,37.00,20.00,0.54
57.00,46.98,23.89,7.53,7.78,7.53,70.00,10.00,1.00,6.00,2.00,1.00,0.51,4.00,43.00,37.00,0.86
57.00,45.54,22.62,8.70,7.46,8.35,76.00,7.00,1.00,6.00,2.00,1.00,0.50,4.00,46.00,34.00,0.74
57.00,51.47,24.84,9.93,8.32,8.28,75.00,10.00,1.00,7.00,6.00,1.00,0.48,4.00,46.00,30.00,0.65
57.00,53.51,25.77,9.63,8.46,9.25,79.00,9.00,1.00,6.00,2.00,1.00,0.48,4.00,48.00,30.00,0.63
63.00,49.81,21.46,6.51,7.91,7.15,72.00,7.00,1.00,5.00,2.00,2.00,0.43,2.00,24.00,18.00,0.75
63.00,52.99,21.52,5.18,8.65,8.48,75.00,7.00,1.00,7.00,6.00,2.00,0.41,4.00,27.00,20.00,0.74
63.00,58.88,24.89,6.50,9.14,8.73,64.00,6.00,1.00,7.00,6.00,2.00,0.42,2.00,28.00,15.00,0.54
63.00,51.95,21.46,6.72,7.45,7.17,79.00,6.00,2.00,5.00,4.00,2.00,0.41,3.00,31.00,25.00,0.81
63.00,50.61,21.91,6.65,7.83,7.47,86.00,8.00,2.00,5.00,4.00,2.00,0.43,4.00,34.00,23.00,0.68
49.00,47.84,21.98,9.61,7.55,6.86,67.00,13.00,1.00,7.00,4.00,2.00,0.46,3.00,11.00,11.00,1.00
95.00,43.55,19.12,8.52,7.15,6.36,65.00,9.00,1.00,6.00,4.00,2.00,0.44,4.00,15.00,12.00,0.80
49.00,44.57,20.41,8.53,7.43,6.84,62.00,9.00,1.00,6.00,4.00,2.00,0.46,4.00,18.00,17.00,0.94
49.00,47.14,22.38,7.69,7.41,7.37,62.00,12.00,1.00,7.00,4.00,2.00,0.47,3.00,27.00,26.00,0.96
49.00,51.33,23.91,8.14,6.92,6.84,74.00,7.00,1.00,7.00,4.00,2.00,0.47,4.00,40.00,38.00,0.95
49.00,46.35,23.90,10.47,8.13,7.26,58.00,10.00,1.00,7.00,6.00,3.00,0.52,3.00,38.00,29.00,0.76
49.00,46.41,24.07,8.10,8.04,7.23,59.00,11.00,2.00,6.00,6.00,3.00,0.52,4.00,42.00,29.00,0.69
49.00,47.61,21.27,9.13,8.31,6.86,56.00,9.00,1.00,6.00,2.00,3.00,0.45,4.00,45.00,35.00,0.78
49.00,47.73,21.98,9.09,8.56,6.29,68.00,9.00,1.00,8.00,4.00,2.00,0.46,4.00,52.00,38.00,0.73
49.00,58.02,28.96,13.49,8.71,8.73,82.00,6.00,1.00,7.00,6.00,4.00,0.50,4.00,69.00,46.00,0.67
13.00,43.06,18.92,9.06,7.33,8.42,60.00,6.00,1.00,8.00,4.00,1.00,0.44,3.00,20.00,16.00,0.80
13.00,48.48,21.10,10.21,6.77,6.91,62.00,6.00,1.00,8.00,4.00,2.00,0.44,4.00,31.00,24.00,0.77
13.00,41.61,19.01,9.62,6.50,8.02,63.00,6.00,1.00,6.00,4.00,1.00,0.46,4.00,33.00,30.00,0.91
13.00,55.61,23.20,9.03,7.69,7.51,59.00,7.00,1.00,6.00,4.00,2.00,0.42,4.00,34.00,30.00,0.88
13.00,53.32,23.70,9.10,7.64,7.74,63.00,5.00,1.00,7.00,4.00,2.00,0.44,4.00,35.00,28.00,0.80
19.00,31.30,20.11,9.47,7.09,6.65,54.00,8.00,1.00,7.00,4.00,1.00,0.64,3.00,14.00,12.00,0.86
19.00,38.32,20.06,12.53,6.60,7.46,67.00,10.00,1.00,6.00,4.00,1.00,0.52,3.00,27.00,18.00,0.67
19.00,39.54,20.74,9.05,7.32,7.20,69.00,10.00,1.00,6.00,4.00,1.00,0.52,3.00,32.00,25.00,0.78
